name,division,rank,str.ac,grap.ac,sig.str.land,sig.str.att,take.land,take.att,sig.str.land.min,sig.str.abs.min,take.avg.15min,sub.avg.15min,sig.str.def,take.def,knock.ratio,avg.time,sig.str.head,sig.str.head.percent,sig.str.body,sig.str.body.percent,sig.str.leg,sig.str.leg.percent,sig.str.position.stand,sig.str.position.clinch,sig.str.position.ground,sig.str.position.stand.percent,sig.str.position.clinch.percent,sig.str.position.ground.percent,win.ko,win.sub,win.dec,win.ko.percent,win.sub.percent,win.dec.percent,wins,losses,age,leg.reach,reach,height,opponent,outcome
gamburyan,formerfighter,0,[42%],[34%],392,934,,117,"2.13
              ","2.83
          ","3.26
              ","0.73
          ","56
                  %","69
                      %","0.16
              ","09:41
          ",247,63%,57 ,15%,88,22%,204 ,80  ,108 ,(52%),(20%),(28%),0 ,0 ,0  ,(0 %),(0 %),(0 %),18,11,37,37,67,65,mohr,Win
gamburyan,formerfighter,0,[42%],[34%],392,934,,117,"2.13
              ","2.83
          ","3.26
              ","0.73
          ","56
                  %","69
                      %","0.16
              ","09:41
          ",247,63%,57 ,15%,88,22%,204 ,80  ,108 ,(52%),(20%),(28%),0 ,0 ,0  ,(0 %),(0 %),(0 %),18,11,37,37,67,65,diaz,
gamrot,lightweightdivision,0,[48%],[35%],92,190,,23,"4.10
              ","2.09
          ","5.35
              ","0.67
          ","65
                  %","100
                      %","0.67
              ","07:29
          ",60,65%,14 ,15%,18,20%,68 ,10  ,14 ,(74%),(11%),(15%),6 ,5 ,8  ,(32%),(26%),(42%),19,1,30,39,70,70,stephens,Win
gamrot,lightweightdivision,0,[48%],[35%],92,190,,23,"4.10
              ","2.09
          ","5.35
              ","0.67
          ","65
                  %","100
                      %","0.67
              ","07:29
          ",60,65%,14 ,15%,18,20%,68 ,10  ,14 ,(74%),(11%),(15%),6 ,5 ,8  ,(32%),(26%),(42%),19,1,30,39,70,70,holtzman,Win
gamrot,lightweightdivision,0,[48%],[35%],92,190,,23,"4.10
              ","2.09
          ","5.35
              ","0.67
          ","65
                  %","100
                      %","0.67
              ","07:29
          ",60,65%,14 ,15%,18,20%,68 ,10  ,14 ,(74%),(11%),(15%),6 ,5 ,8  ,(32%),(26%),(42%),19,1,30,39,70,70,kutateladze,
gamzatov,lightheavyweightdivision,0,[46%],[0%],64,138,,1,"4.27
              ","2.13
          ","0.00
              ","0.00
          ","59
                  %","50
                      %","0.00
              ","15:00
          ",10,16%,23 ,36%,31,48%,64 ,0  ,0 ,(100%),(0%),(0%),5 ,5 ,3  ,(38%),(38%),(23%),1,0,29,42,76,74,oleksiejczuk,upcoming
gamzatov,lightheavyweightdivision,0,[46%],[0%],64,138,,1,"4.27
              ","2.13
          ","0.00
              ","0.00
          ","59
                  %","50
                      %","0.00
              ","15:00
          ",10,16%,23 ,36%,31,48%,64 ,0  ,0 ,(100%),(0%),(0%),5 ,5 ,3  ,(38%),(38%),(23%),1,0,29,42,76,74,abreu,Win
gane,heavyweightdivision,1,[55%],[22%],470,861,,23,"5.13
              ","2.60
          ","0.82
              ","0.33
          ","63
                  %","100
                      %","0.33
              ","15:15
          ",199,42%,131 ,28%,140,30%,424 ,39  ,7 ,(90%),(8%),(1%),3 ,3 ,4  ,(30%),(30%),(40%),9,0,31,42,81,76,lewis,Win
gane,heavyweightdivision,1,[55%],[22%],470,861,,23,"5.13
              ","2.60
          ","0.82
              ","0.33
          ","63
                  %","100
                      %","0.33
              ","15:15
          ",199,42%,131 ,28%,140,30%,424 ,39  ,7 ,(90%),(8%),(1%),3 ,3 ,4  ,(30%),(30%),(40%),9,0,31,42,81,76,volkov,Win
gane,heavyweightdivision,1,[55%],[22%],470,861,,23,"5.13
              ","2.60
          ","0.82
              ","0.33
          ","63
                  %","100
                      %","0.33
              ","15:15
          ",199,42%,131 ,28%,140,30%,424 ,39  ,7 ,(90%),(8%),(1%),3 ,3 ,4  ,(30%),(30%),(40%),9,0,31,42,81,76,rozenstruik,Win
gane,heavyweightdivision,1,[55%],[22%],470,861,,23,"5.13
              ","2.60
          ","0.82
              ","0.33
          ","63
                  %","100
                      %","0.33
              ","15:15
          ",199,42%,131 ,28%,140,30%,424 ,39  ,7 ,(90%),(8%),(1%),3 ,3 ,4  ,(30%),(30%),(40%),9,0,31,42,81,76,dos,Win
gane,heavyweightdivision,1,[55%],[22%],470,861,,23,"5.13
              ","2.60
          ","0.82
              ","0.33
          ","63
                  %","100
                      %","0.33
              ","15:15
          ",199,42%,131 ,28%,140,30%,424 ,39  ,7 ,(90%),(8%),(1%),3 ,3 ,4  ,(30%),(30%),(40%),9,0,31,42,81,76,boser,Win
gane,heavyweightdivision,1,[55%],[22%],470,861,,23,"5.13
              ","2.60
          ","0.82
              ","0.33
          ","63
                  %","100
                      %","0.33
              ","15:15
          ",199,42%,131 ,28%,140,30%,424 ,39  ,7 ,(90%),(8%),(1%),3 ,3 ,4  ,(30%),(30%),(40%),9,0,31,42,81,76,pessoa nunes,upcoming
garagorri,featherweightdivision,0,[57%],[100%],65,115,1,1,"4.33
              ","2.13
          ","1.00
              ","0.00
          ","55
                  %","60
                      %","0.00
              ","15:00
          ",46,71%,11 ,17%,8,12%,51 ,8  ,6 ,(78%),(12%),(9%),4 ,6 ,3  ,(31%),(46%),(23%),13,2,31,38,70,69,elkins,
garagorri,featherweightdivision,0,[57%],[100%],65,115,1,1,"4.33
              ","2.13
          ","1.00
              ","0.00
          ","55
                  %","60
                      %","0.00
              ","15:00
          ",46,71%,11 ,17%,8,12%,51 ,8  ,6 ,(78%),(12%),(9%),4 ,6 ,3  ,(31%),(46%),(23%),13,2,31,38,70,69,ramos,
garagorri,featherweightdivision,0,[57%],[100%],65,115,1,1,"4.33
              ","2.13
          ","1.00
              ","0.00
          ","55
                  %","60
                      %","0.00
              ","15:00
          ",46,71%,11 ,17%,8,12%,51 ,8  ,6 ,(78%),(12%),(9%),4 ,6 ,3  ,(31%),(46%),(23%),13,2,31,38,70,69,bandenay,Win
garbrandt,bantamweightdivision,7,[37%],[33%],300,802,5,15,"3.35
              ","3.33
          ","0.84
              ","0.00
          ","65
                  %","100
                      %","1.68
              ","08:57
          ",238,79%,28 ,9%,34,11%,272 ,9  ,19 ,(91%),(3%),(6%),10 ,0 ,2  ,(83%),(0%),(17%),12,4,29,38,65,68,font,
garbrandt,bantamweightdivision,7,[37%],[33%],300,802,5,15,"3.35
              ","3.33
          ","0.84
              ","0.00
          ","65
                  %","100
                      %","1.68
              ","08:57
          ",238,79%,28 ,9%,34,11%,272 ,9  ,19 ,(91%),(3%),(6%),10 ,0 ,2  ,(83%),(0%),(17%),12,4,29,38,65,68,assuncao,Win
garbrandt,bantamweightdivision,7,[37%],[33%],300,802,5,15,"3.35
              ","3.33
          ","0.84
              ","0.00
          ","65
                  %","100
                      %","1.68
              ","08:57
          ",238,79%,28 ,9%,34,11%,272 ,9  ,19 ,(91%),(3%),(6%),10 ,0 ,2  ,(83%),(0%),(17%),12,4,29,38,65,68,munhoz,
garbrandt,bantamweightdivision,7,[37%],[33%],300,802,5,15,"3.35
              ","3.33
          ","0.84
              ","0.00
          ","65
                  %","100
                      %","1.68
              ","08:57
          ",238,79%,28 ,9%,34,11%,272 ,9  ,19 ,(91%),(3%),(6%),10 ,0 ,2  ,(83%),(0%),(17%),12,4,29,38,65,68,dillashaw,
garbrandt,bantamweightdivision,7,[37%],[33%],300,802,5,15,"3.35
              ","3.33
          ","0.84
              ","0.00
          ","65
                  %","100
                      %","1.68
              ","08:57
          ",238,79%,28 ,9%,34,11%,272 ,9  ,19 ,(91%),(3%),(6%),10 ,0 ,2  ,(83%),(0%),(17%),12,4,29,38,65,68,dillashaw,
garbrandt,bantamweightdivision,7,[37%],[33%],300,802,5,15,"3.35
              ","3.33
          ","0.84
              ","0.00
          ","65
                  %","100
                      %","1.68
              ","08:57
          ",238,79%,28 ,9%,34,11%,272 ,9  ,19 ,(91%),(3%),(6%),10 ,0 ,2  ,(83%),(0%),(17%),12,4,29,38,65,68,cruz,Win
garbrandt,bantamweightdivision,7,[37%],[33%],300,802,5,15,"3.35
              ","3.33
          ","0.84
              ","0.00
          ","65
                  %","100
                      %","1.68
              ","08:57
          ",238,79%,28 ,9%,34,11%,272 ,9  ,19 ,(91%),(3%),(6%),10 ,0 ,2  ,(83%),(0%),(17%),12,4,29,38,65,68,mizugaki,Win
garbrandt,bantamweightdivision,7,[37%],[33%],300,802,5,15,"3.35
              ","3.33
          ","0.84
              ","0.00
          ","65
                  %","100
                      %","1.68
              ","08:57
          ",238,79%,28 ,9%,34,11%,272 ,9  ,19 ,(91%),(3%),(6%),10 ,0 ,2  ,(83%),(0%),(17%),12,4,29,38,65,68,almeida,Win
garbrandt,bantamweightdivision,7,[37%],[33%],300,802,5,15,"3.35
              ","3.33
          ","0.84
              ","0.00
          ","65
                  %","100
                      %","1.68
              ","08:57
          ",238,79%,28 ,9%,34,11%,272 ,9  ,19 ,(91%),(3%),(6%),10 ,0 ,2  ,(83%),(0%),(17%),12,4,29,38,65,68,mendes,Win
garbrandt,bantamweightdivision,7,[37%],[33%],300,802,5,15,"3.35
              ","3.33
          ","0.84
              ","0.00
          ","65
                  %","100
                      %","1.68
              ","08:57
          ",238,79%,28 ,9%,34,11%,272 ,9  ,19 ,(91%),(3%),(6%),10 ,0 ,2  ,(83%),(0%),(17%),12,4,29,38,65,68,briones,Win
garbrandt,bantamweightdivision,7,[37%],[33%],300,802,5,15,"3.35
              ","3.33
          ","0.84
              ","0.00
          ","65
                  %","100
                      %","1.68
              ","08:57
          ",238,79%,28 ,9%,34,11%,272 ,9  ,19 ,(91%),(3%),(6%),10 ,0 ,2  ,(83%),(0%),(17%),12,4,29,38,65,68,brimage,Win
garcia,flyweightdivision,0,[28%],[14%],35,127,,7,"1.59
              ","5.05
          ","0.68
              ","1.36
          ","50
                  %","33
                      %","0.68
              ","11:00
          ",19,54%,4 ,11%,12,34%,32 ,3  ,0 ,(91%),(9%),(0%),2 ,3 ,1  ,(33%),(50%),(17%),6,2,26,37,67,65,france,
garcia,flyweightdivision,0,[28%],[14%],35,127,,7,"1.59
              ","5.05
          ","0.68
              ","1.36
          ","50
                  %","33
                      %","0.68
              ","11:00
          ",19,54%,4 ,11%,12,34%,32 ,3  ,0 ,(91%),(9%),(0%),2 ,3 ,1  ,(33%),(50%),(17%),6,2,26,37,67,65,de,
garcia,lightweightdivision,0,[24%],[0%],52,217,,3,"3.47
              ","6.60
          ","0.00
              ","0.00
          ","54
                  %","100
                      %","0.00
              ","15:00
          ",32,62%,15 ,29%,5,10%,48 ,4  ,0 ,(92%),(8%),(0%),1 ,8 ,3  ,(8%),(67%),(25%),12,2,26,,70,67,gruetzemacher,
garcia,lightweightdivision,0,[24%],[0%],52,217,,3,"3.47
              ","6.60
          ","0.00
              ","0.00
          ","54
                  %","100
                      %","0.00
              ","15:00
          ",32,62%,15 ,29%,5,10%,48 ,4  ,0 ,(92%),(8%),(0%),1 ,8 ,3  ,(8%),(67%),(25%),12,2,26,,70,67,haqparast,
garcia,formerfighter,0,[31%],[53%],212,676,28,55,"1.81
              ","3.03
          ","3.72
              ","0.13
          ","59
                  %","67
                      %","0.38
              ","11:42
          ",176,83%,25 ,12%,11,5%,160 ,30  ,22 ,(75%),(14%),(10%),6 ,6 ,3  ,(40%),(40%),(20%),15,5,34,39,72,69,mcgee,
garcia,formerfighter,0,[31%],[53%],212,676,28,55,"1.81
              ","3.03
          ","3.72
              ","0.13
          ","59
                  %","67
                      %","0.38
              ","11:42
          ",176,83%,25 ,12%,11,5%,160 ,30  ,22 ,(75%),(14%),(10%),6 ,6 ,3  ,(40%),(40%),(20%),15,5,34,39,72,69,laflare,
garcia,formerfighter,0,[31%],[53%],212,676,28,55,"1.81
              ","3.03
          ","3.72
              ","0.13
          ","59
                  %","67
                      %","0.38
              ","11:42
          ",176,83%,25 ,12%,11,5%,160 ,30  ,22 ,(75%),(14%),(10%),6 ,6 ,3  ,(40%),(40%),(20%),15,5,34,39,72,69,salikhov,Win
garcia,formerfighter,0,[31%],[53%],212,676,28,55,"1.81
              ","3.03
          ","3.72
              ","0.13
          ","59
                  %","67
                      %","0.38
              ","11:42
          ",176,83%,25 ,12%,11,5%,160 ,30  ,22 ,(75%),(14%),(10%),6 ,6 ,3  ,(40%),(40%),(20%),15,5,34,39,72,69,means,
garcia,formerfighter,0,[31%],[53%],212,676,28,55,"1.81
              ","3.03
          ","3.72
              ","0.13
          ","59
                  %","67
                      %","0.38
              ","11:42
          ",176,83%,25 ,12%,11,5%,160 ,30  ,22 ,(75%),(14%),(10%),6 ,6 ,3  ,(40%),(40%),(20%),15,5,34,39,72,69,pyle,Win
garcia,formerfighter,0,[31%],[53%],212,676,28,55,"1.81
              ","3.03
          ","3.72
              ","0.13
          ","59
                  %","67
                      %","0.38
              ","11:42
          ",176,83%,25 ,12%,11,5%,160 ,30  ,22 ,(75%),(14%),(10%),6 ,6 ,3  ,(40%),(40%),(20%),15,5,34,39,72,69,strickland,
garcia,formerfighter,0,[31%],[53%],212,676,28,55,"1.81
              ","3.03
          ","3.72
              ","0.13
          ","59
                  %","67
                      %","0.38
              ","11:42
          ",176,83%,25 ,12%,11,5%,160 ,30  ,22 ,(75%),(14%),(10%),6 ,6 ,3  ,(40%),(40%),(20%),15,5,34,39,72,69,swick,Win
garcia,formerfighter,0,[31%],[53%],212,676,28,55,"1.81
              ","3.03
          ","3.72
              ","0.13
          ","59
                  %","67
                      %","0.38
              ","11:42
          ",176,83%,25 ,12%,11,5%,160 ,30  ,22 ,(75%),(14%),(10%),6 ,6 ,3  ,(40%),(40%),(20%),15,5,34,39,72,69,magny,
garcia,formerfighter,0,[31%],[53%],212,676,28,55,"1.81
              ","3.03
          ","3.72
              ","0.13
          ","59
                  %","67
                      %","0.38
              ","11:42
          ",176,83%,25 ,12%,11,5%,160 ,30  ,22 ,(75%),(14%),(10%),6 ,6 ,3  ,(40%),(40%),(20%),15,5,34,39,72,69,spencer,Win
garcia,formerfighter,0,[31%],[53%],212,676,28,55,"1.81
              ","3.03
          ","3.72
              ","0.13
          ","59
                  %","67
                      %","0.38
              ","11:42
          ",176,83%,25 ,12%,11,5%,160 ,30  ,22 ,(75%),(14%),(10%),6 ,6 ,3  ,(40%),(40%),(20%),15,5,34,39,72,69,wall,Win
garry,welterweightdivision,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),0 ,0 ,0  ,(0 %),(0 %),(0 %),0,0,23,,,,williams,upcoming
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,cannonier,upcoming
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,whittaker,
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,heinisch,Win
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,hermansson,
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,till,
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,adesanya,
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,souza,Win
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,bisping,Win
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,weidman,
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,belfort,Win
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,kennedy,Win
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,hendricks,Win
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,magny,
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,marquardt,upcoming
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,woodley,
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,ellenberger,Win
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,musoke,Win
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,story,Win
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,melancon,Win
gastelum,middleweightdivision,10,[44%],[39%],806,1846,9,46,"3.64
              ","2.92
          ","1.22
              ","0.14
          ","59
                  %","65
                      %","0.61
              ","12:18
          ",540,67%,147 ,18%,119,15%,645 ,95  ,66 ,(80%),(12%),(8%),7 ,4 ,6  ,(41%),(24%),(35%),17,8,29,39,71,69,hall,Win
gatto,womensflyweightdivision,2,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),0 ,4 ,2  ,(0%),(67%),(33%),7,0,25,38,69,65,leonardo,Win
giagos,lightweightdivision,0,[33%],[40%],99,301,1,15,"2.13
              ","1.85
          ","1.93
              ","0.32
          ","55
                  %","42
                      %","0.00
              ","09:18
          ",74,75%,21 ,21%,4,4%,55 ,13  ,31 ,(56%),(13%),(31%),7 ,4 ,8  ,(37%),(21%),(42%),19,8,31,40,71,70,tsarukyan,
giagos,lightweightdivision,0,[33%],[40%],99,301,1,15,"2.13
              ","1.85
          ","1.93
              ","0.32
          ","55
                  %","42
                      %","0.00
              ","09:18
          ",74,75%,21 ,21%,4,4%,55 ,13  ,31 ,(56%),(13%),(31%),7 ,4 ,8  ,(37%),(21%),(42%),19,8,31,40,71,70,soriano,Win
giagos,lightweightdivision,0,[33%],[40%],99,301,1,15,"2.13
              ","1.85
          ","1.93
              ","0.32
          ","55
                  %","42
                      %","0.00
              ","09:18
          ",74,75%,21 ,21%,4,4%,55 ,13  ,31 ,(56%),(13%),(31%),7 ,4 ,8  ,(37%),(21%),(42%),19,8,31,40,71,70,minus,Win
giagos,lightweightdivision,0,[33%],[40%],99,301,1,15,"2.13
              ","1.85
          ","1.93
              ","0.32
          ","55
                  %","42
                      %","0.00
              ","09:18
          ",74,75%,21 ,21%,4,4%,55 ,13  ,31 ,(56%),(13%),(31%),7 ,4 ,8  ,(37%),(21%),(42%),19,8,31,40,71,70,klose,
giagos,lightweightdivision,0,[33%],[40%],99,301,1,15,"2.13
              ","1.85
          ","1.93
              ","0.32
          ","55
                  %","42
                      %","0.00
              ","09:18
          ",74,75%,21 ,21%,4,4%,55 ,13  ,31 ,(56%),(13%),(31%),7 ,4 ,8  ,(37%),(21%),(42%),19,8,31,40,71,70,hadzovic,Win
giagos,lightweightdivision,0,[33%],[40%],99,301,1,15,"2.13
              ","1.85
          ","1.93
              ","0.32
          ","55
                  %","42
                      %","0.00
              ","09:18
          ",74,75%,21 ,21%,4,4%,55 ,13  ,31 ,(56%),(13%),(31%),7 ,4 ,8  ,(37%),(21%),(42%),19,8,31,40,71,70,hirota,Win
giagos,lightweightdivision,0,[33%],[40%],99,301,1,15,"2.13
              ","1.85
          ","1.93
              ","0.32
          ","55
                  %","42
                      %","0.00
              ","09:18
          ",74,75%,21 ,21%,4,4%,55 ,13  ,31 ,(56%),(13%),(31%),7 ,4 ,8  ,(37%),(21%),(42%),19,8,31,40,71,70,oliveira,
giagos,lightweightdivision,0,[33%],[40%],99,301,1,15,"2.13
              ","1.85
          ","1.93
              ","0.32
          ","55
                  %","42
                      %","0.00
              ","09:18
          ",74,75%,21 ,21%,4,4%,55 ,13  ,31 ,(56%),(13%),(31%),7 ,4 ,8  ,(37%),(21%),(42%),19,8,31,40,71,70,wade,
giagos,lightweightdivision,0,[33%],[40%],99,301,1,15,"2.13
              ","1.85
          ","1.93
              ","0.32
          ","55
                  %","42
                      %","0.00
              ","09:18
          ",74,75%,21 ,21%,4,4%,55 ,13  ,31 ,(56%),(13%),(31%),7 ,4 ,8  ,(37%),(21%),(42%),19,8,31,40,71,70,de,Win
giagos,lightweightdivision,0,[33%],[40%],99,301,1,15,"2.13
              ","1.85
          ","1.93
              ","0.32
          ","55
                  %","42
                      %","0.00
              ","09:18
          ",74,75%,21 ,21%,4,4%,55 ,13  ,31 ,(56%),(13%),(31%),7 ,4 ,8  ,(37%),(21%),(42%),19,8,31,40,71,70,burns,
gifford,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),3 ,13 ,1  ,(18%),(76%),(6%),17,8,27,43,75,73,davis,
gifford,formerfighter,0,,,,,,,None,None,None,None,None,None,None,"00:00
          ",0,0%,0 ,0%,0,0%,0 ,0  ,0 ,(0 %),(0 %),(0 %),3 ,13 ,1  ,(18%),(76%),(6%),17,8,27,43,75,73,roberts,upcoming
giles,middleweightdivision,0,[55%],[80%],296,541,5,10,"3.14
              ","2.01
          ","1.27
              ","0.32
          ","61
                  %","75
                      %","0.48
              ","11:47
          ",250,84%,34 ,11%,12,4%,200 ,24  ,72 ,(68%),(8%),(24%),7 ,5 ,2  ,(50%),(36%),(14%),14,3,28,41,74,72,du plessis,
giles,middleweightdivision,0,[55%],[80%],296,541,5,10,"3.14
              ","2.01
          ","1.27
              ","0.32
          ","61
                  %","75
                      %","0.48
              ","11:47
          ",250,84%,34 ,11%,12,4%,200 ,24  ,72 ,(68%),(8%),(24%),7 ,5 ,2  ,(50%),(36%),(14%),14,3,28,41,74,72,dolidze,Win
giles,middleweightdivision,0,[55%],[80%],296,541,5,10,"3.14
              ","2.01
          ","1.27
              ","0.32
          ","61
                  %","75
                      %","0.48
              ","11:47
          ",250,84%,34 ,11%,12,4%,200 ,24  ,72 ,(68%),(8%),(24%),7 ,5 ,2  ,(50%),(36%),(14%),14,3,28,41,74,72,lewis,Win
giles,middleweightdivision,0,[55%],[80%],296,541,5,10,"3.14
              ","2.01
          ","1.27
              ","0.32
          ","61
                  %","75
                      %","0.48
              ","11:47
          ",250,84%,34 ,11%,12,4%,200 ,24  ,72 ,(68%),(8%),(24%),7 ,5 ,2  ,(50%),(36%),(14%),14,3,28,41,74,72,holland,upcoming
giles,middleweightdivision,0,[55%],[80%],296,541,5,10,"3.14
              ","2.01
          ","1.27
              ","0.32
          ","61
                  %","75
                      %","0.48
              ","11:47
          ",250,84%,34 ,11%,12,4%,200 ,24  ,72 ,(68%),(8%),(24%),7 ,5 ,2  ,(50%),(36%),(14%),14,3,28,41,74,72,krause,Win
giles,middleweightdivision,0,[55%],[80%],296,541,5,10,"3.14
              ","2.01
          ","1.27
              ","0.32
          ","61
                  %","75
                      %","0.48
              ","11:47
          ",250,84%,34 ,11%,12,4%,200 ,24  ,72 ,(68%),(8%),(24%),7 ,5 ,2  ,(50%),(36%),(14%),14,3,28,41,74,72,meerschaert,
