,name,division,rank,str.ac,grap.ac,sig.str.land,sig.str.att,take.land,take.att,sig.str.land.min,sig.str.abs.min,take.avg.15min,sub.avg.15min,sig.str.def,take.def,knock.ratio,avg.time,sig.str.head,sig.str.head.percent,sig.str.body,sig.str.body.percent,sig.str.leg,sig.str.leg.percent,sig.str.position.stand,sig.str.position.clinch,sig.str.position.ground,sig.str.position.stand.percent,sig.str.position.clinch.percent,sig.str.position.ground.percent,win.ko,win.sub,win.dec,win.ko.percent,win.sub.percent,win.dec.percent,wins,losses,age,leg.reach,reach,height,opponent,outcome,name,division,rank,str.ac,grap.ac,sig.str.land,sig.str.att,take.land,take.att,sig.str.land.min,sig.str.abs.min,take.avg.15min,sub.avg.15min,sig.str.def,take.def,knock.ratio,avg.time,sig.str.head,sig.str.head.percent,sig.str.body,sig.str.body.percent,sig.str.leg,sig.str.leg.percent,sig.str.position.stand,sig.str.position.clinch,sig.str.position.ground,sig.str.position.stand.percent,sig.str.position.clinch.percent,sig.str.position.ground.percent,win.ko,win.sub,win.dec,win.ko.percent,win.sub.percent,win.dec.percent,wins,losses,age,leg.reach,reach,height
6481,oliveira,welterweight,1,[51%],[37%],424.0,827.0,26.0,70.0,"3.09
              ","2.27
          ","2.84
              ","0.77
          ","44
                  %","59
                      %","0.55
              ","09:09
          ",261,62%,103,24%,60,14%,202,124,98,(48%),(29%),(23%),12,5,5,(55%),(23%),(23%),22,10,33.0,43.0,76.0,71.0,means,Win,means,welterweight,1,[46%],[44%],967.0,2115.0,8.0,27.0,"4.87
              ","3.44
          ","0.91
              ","0.23
          ","62
                  %","64
                      %","0.60
              ","09:28
          ",613,63%,244,25%,110,11%,749,107,111,(77%),(11%),(11%),19,5,7,(61%),(16%),(23%),31,12,37.0,43.0,75.0,74.0
6482,oliveira,welterweight,1,[51%],[37%],424.0,827.0,26.0,70.0,"3.09
              ","2.27
          ","2.84
              ","0.77
          ","44
                  %","59
                      %","0.55
              ","09:09
          ",261,62%,103,24%,60,14%,202,124,98,(48%),(29%),(23%),12,5,5,(55%),(23%),(23%),22,10,33.0,43.0,76.0,71.0,laflare,Win,laflare,welterweight,0,[40%],[45%],427.0,1064.0,21.0,47.0,"2.89
              ","1.86
          ","2.13
              ","0.20
          ","63
                  %","59
                      %","0.20
              ","14:47
          ",208,49%,169,40%,50,12%,277,75,75,(65%),(18%),(18%),4,3,6,(31%),(23%),(46%),13,3,34.0,42.0,74.0,73.0
6483,oliveira,welterweight,1,[51%],[37%],424.0,827.0,26.0,70.0,"3.09
              ","2.27
          ","2.84
              ","0.77
          ","44
                  %","59
                      %","0.55
              ","09:09
          ",261,62%,103,24%,60,14%,202,124,98,(48%),(29%),(23%),12,5,5,(55%),(23%),(23%),22,10,33.0,43.0,76.0,71.0,medeiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6484,khabilov,welterweight,0,[34%],[43%],327.0,960.0,35.0,96.0,"2.10
              ","2.20
          ","3.94
              ","0.10
          ","66
                  %","61
                      %","0.10
              ","13:00
          ",246,75%,46,14%,35,11%,215,30,82,(66%),(9%),(25%),4,5,14,(17%),(22%),(61%),24,4,33.0,40.0,73.0,68.0,parke,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6485,khabilov,welterweight,0,[34%],[43%],327.0,960.0,35.0,96.0,"2.10
              ","2.20
          ","3.94
              ","0.10
          ","66
                  %","61
                      %","0.10
              ","13:00
          ",246,75%,46,14%,35,11%,215,30,82,(66%),(9%),(25%),4,5,14,(17%),(22%),(61%),24,4,33.0,40.0,73.0,68.0,martins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6486,khabilov,welterweight,0,[34%],[43%],327.0,960.0,35.0,96.0,"2.10
              ","2.20
          ","3.94
              ","0.10
          ","66
                  %","61
                      %","0.10
              ","13:00
          ",246,75%,46,14%,35,11%,215,30,82,(66%),(9%),(25%),4,5,14,(17%),(22%),(61%),24,4,33.0,40.0,73.0,68.0,henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6487,khabilov,welterweight,0,[34%],[43%],327.0,960.0,35.0,96.0,"2.10
              ","2.20
          ","3.94
              ","0.10
          ","66
                  %","61
                      %","0.10
              ","13:00
          ",246,75%,46,14%,35,11%,215,30,82,(66%),(9%),(25%),4,5,14,(17%),(22%),(61%),24,4,33.0,40.0,73.0,68.0,masvidal,Win,masvidal,welterweight,6,[48%],[59%],1404.0,2928.0,15.0,59.0,"4.20
              ","3.00
          ","1.57
              ","0.36
          ","65
                  %","77
                      %","0.49
              ","13:22
          ",897,64%,326,23%,181,13%,984,230,190,(70%),(16%),(14%),16,2,17,(46%),(6%),(49%),35,15,36.0,39.0,74.0,71.0
6488,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,gastelum,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6489,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,lombard,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6490,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,larkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6491,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,hendricks,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6492,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,dos anjos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6493,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,condit,upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6494,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,white,Win,white,welterweight,0,[41%],[0%],24.0,59.0,,2.0,"1.23
              ","3.28
          ","0.00
              ","0.77
          ","40
                  %","50
                      %","0.77
              ","09:46
          ",17,71%,4,17%,3,13%,13,2,9,(54%),(8%),(38%),5,9,0,(36%),(64%),(0%),14,9,28.0,42.0,76.0,74.0
6495,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,ponzinibbio,,ponzinibbio,welterweight,12,[40%],[44%],479.0,1206.0,4.0,9.0,"4.27
              ","4.02
          ","0.54
              ","0.00
          ","65
                  %","61
                      %","1.20
              ","10:11
          ",358,75%,47,10%,74,15%,434,17,28,(91%),(4%),(6%),15,6,8,(52%),(21%),(28%),29,4,34.0,40.0,73.0,72.0
6496,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,jingliang,Win,jingliang,welterweight,11,[43%],[33%],593.0,1380.0,8.0,27.0,"5.01
              ","3.53
          ","1.14
              ","0.00
          ","60
                  %","62
                      %","0.63
              ","10:45
          ",364,61%,61,10%,168,28%,507,23,63,(85%),(4%),(11%),9,4,5,(50%),(22%),(28%),18,6,32.0,40.0,71.0,72.0
6497,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,martin,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6498,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,silva,Win,silva,welterweight,0,[52%],[33%],139.0,268.0,7.0,33.0,"2.80
              ","2.17
          ","3.32
              ","2.11
          ","46
                  %","50
                      %","0.00
              ","09:57
          ",87,63%,26,19%,26,19%,74,9,56,(53%),(6%),(40%),2,9,3,(14%),(64%),(21%),14,3,38.0,42.0,71.0,71.0
6499,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,lawler,Win,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0
6500,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,neal,Win,neal,welterweight,10,[49%],[50%],200.0,407.0,,4.0,"6.00
              ","3.78
          ","0.90
              ","0.45
          ","65
                  %","93
                      %","2.25
              ","06:40
          ",181,91%,13,7%,6,3%,135,23,42,(68%),(12%),(21%),8,2,3,(62%),(15%),(23%),13,4,30.0,41.0,75.0,71.0
6501,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,woodley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,condit,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,macdonald,upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,hendricks,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,brown,Win,brown,welterweight,0,[54%],[46%],829.0,1536.0,23.0,50.0,"3.78
              ","2.64
          ","1.57
              ","1.64
          ","56
                  %","64
                      %","0.62
              ","09:08
          ",516,62%,237,29%,76,9%,461,224,144,(56%),(27%),(17%),16,7,2,(64%),(28%),(8%),25,18,40.0,43.0,75.0,72.0
6506,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,ellenberger,Win,ellenberger,welterweight,0,[39%],[48%],417.0,1060.0,23.0,48.0,"2.47
              ","2.83
          ","2.04
              ","0.36
          ","61
                  %","86
                      %","0.98
              ","08:03
          ",307,74%,72,17%,38,9%,259,83,75,(62%),(20%),(18%),0,0,0,(0 %),(0 %),(0 %),31,15,33.0,39.0,71.0,69.0
6507,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6508,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,macdonald,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6509,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,voelker,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6510,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,chiesa,,chiesa,welterweight,7,[40%],[53%],283.0,701.0,17.0,68.0,"1.89
              ","1.71
          ","3.60
              ","0.90
          ","55
                  %","68
                      %","0.10
              ","09:59
          ",211,75%,50,18%,22,8%,159,35,89,(56%),(12%),(31%),0,11,7,(0%),(61%),(39%),18,5,33.0,43.0,75.0,73.0
6511,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,koscheck,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6512,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,maia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6513,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,macario,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6514,laprise,welterweight,0,[43%],[55%],410.0,958.0,6.0,11.0,"4.78
              ","3.59
          ","1.05
              ","0.00
          ","65
                  %","79
                      %","0.52
              ","08:35
          ",239,58%,89,22%,82,20%,349,28,33,(85%),(7%),(8%),8,1,5,(57%),(7%),(36%),14,4,32.0,39.0,71.0,70.0,luque,,luque,welterweight,4,[54%],[50%],786.0,1448.0,6.0,12.0,"5.74
              ","5.78
          ","0.66
              ","0.88
          ","53
                  %","66
                      %","1.10
              ","08:33
          ",483,61%,89,11%,214,27%,680,46,60,(87%),(6%),(8%),11,7,2,(55%),(35%),(10%),21,7,29.0,38.0,75.0,71.0
6515,laprise,welterweight,0,[43%],[55%],410.0,958.0,6.0,11.0,"4.78
              ","3.59
          ","1.05
              ","0.00
          ","65
                  %","79
                      %","0.52
              ","08:35
          ",239,58%,89,22%,82,20%,349,28,33,(85%),(7%),(8%),8,1,5,(57%),(7%),(36%),14,4,32.0,39.0,71.0,70.0,bofando,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6516,laprise,welterweight,0,[43%],[55%],410.0,958.0,6.0,11.0,"4.78
              ","3.59
          ","1.05
              ","0.00
          ","65
                  %","79
                      %","0.52
              ","08:35
          ",239,58%,89,22%,82,20%,349,28,33,(85%),(7%),(8%),8,1,5,(57%),(7%),(36%),14,4,32.0,39.0,71.0,70.0,camozzi,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6517,laprise,welterweight,0,[43%],[55%],410.0,958.0,6.0,11.0,"4.78
              ","3.59
          ","1.05
              ","0.00
          ","65
                  %","79
                      %","0.52
              ","08:35
          ",239,58%,89,22%,82,20%,349,28,33,(85%),(7%),(8%),8,1,5,(57%),(7%),(36%),14,4,32.0,39.0,71.0,70.0,gouti,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6518,laprise,welterweight,0,[43%],[55%],410.0,958.0,6.0,11.0,"4.78
              ","3.59
          ","1.05
              ","0.00
          ","65
                  %","79
                      %","0.52
              ","08:35
          ",239,58%,89,22%,82,20%,349,28,33,(85%),(7%),(8%),8,1,5,(57%),(7%),(36%),14,4,32.0,39.0,71.0,70.0,pearson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6519,laprise,welterweight,0,[43%],[55%],410.0,958.0,6.0,11.0,"4.78
              ","3.59
          ","1.05
              ","0.00
          ","65
                  %","79
                      %","0.52
              ","08:35
          ",239,58%,89,22%,82,20%,349,28,33,(85%),(7%),(8%),8,1,5,(57%),(7%),(36%),14,4,32.0,39.0,71.0,70.0,trinaldo,,trinaldo,welterweight,0,[45%],[46%],673.0,1483.0,16.0,35.0,"3.27
              ","2.47
          ","1.17
              ","0.51
          ","60
                  %","63
                      %","0.29
              ","11:26
          ",410,61%,185,27%,78,12%,437,127,109,(65%),(19%),(16%),9,5,12,(35%),(19%),(46%),26,8,42.0,40.0,70.0,69.0
6520,laprise,welterweight,0,[43%],[55%],410.0,958.0,6.0,11.0,"4.78
              ","3.59
          ","1.05
              ","0.00
          ","65
                  %","79
                      %","0.52
              ","08:35
          ",239,58%,89,22%,82,20%,349,28,33,(85%),(7%),(8%),8,1,5,(57%),(7%),(36%),14,4,32.0,39.0,71.0,70.0,barberena,upcoming,barberena,welterweight,0,[49%],[29%],714.0,1463.0,2.0,7.0,"5.48
              ","4.70
          ","0.23
              ","0.46
          ","45
                  %","60
                      %","0.69
              ","11:50
          ",499,70%,92,13%,123,17%,491,147,76,(69%),(21%),(11%),10,2,3,(67%),(13%),(20%),15,8,32.0,39.0,72.0,72.0
6521,laprise,welterweight,0,[43%],[55%],410.0,958.0,6.0,11.0,"4.78
              ","3.59
          ","1.05
              ","0.00
          ","65
                  %","79
                      %","0.52
              ","08:35
          ",239,58%,89,22%,82,20%,349,28,33,(85%),(7%),(8%),8,1,5,(57%),(7%),(36%),14,4,32.0,39.0,71.0,70.0,aubin-mercier,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,diaz,upcoming,diaz,welterweight,0,[45%],[31%],1517.0,3367.0,17.0,85.0,"4.62
              ","3.78
          ","1.19
              ","1.42
          ","53
                  %","42
                      %","0.18
              ","10:56
          ",1149,76%,234,15%,134,9%,1000,353,164,(66%),(23%),(11%),5,12,4,(24%),(57%),(19%),21,13,36.0,38.0,76.0,73.0
6523,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,magny,,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0
6524,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,kunimoto,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6525,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,covington,,covington,welterweight,1,[38%],[52%],596.0,1586.0,48.0,112.0,"3.90
              ","2.35
          ","5.69
              ","0.20
          ","57
                  %","78
                      %","0.10
              ","13:54
          ",404,68%,77,13%,115,19%,449,76,71,(75%),(13%),(12%),3,4,8,(20%),(27%),(53%),15,2,32.0,41.0,72.0,71.0
6526,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,dos anjos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527,lawler,welterweight,0,[46%],[64%],1385.0,3039.0,16.0,28.0,"3.50
              ","4.16
          ","0.68
              ","0.00
          ","60
                  %","65
                      %","0.61
              ","11:39
          ",1059,76%,267,19%,59,4%,908,336,141,(66%),(24%),(10%),20,1,7,(71%),(4%),(25%),28,14,38.0,39.0,74.0,71.0,cerrone,Win,cerrone,welterweight,0,[46%],[35%],1895.0,4094.0,20.0,102.0,"4.33
              ","4.27
          ","1.23
              ","1.23
          ","53
                  %","74
                      %","0.86
              ","09:44
          ",966,51%,458,24%,471,25%,1565,178,152,(83%),(9%),(8%),10,17,9,(28%),(47%),(25%),36,16,38.0,40.0,73.0,73.0
6528,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,lim,upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6529,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,manley,Win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6530,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,moraes,,moraes,welterweight,1,[44%],[41%],362.0,832.0,8.0,32.0,"2.48
              ","3.27
          ","1.33
              ","0.51
          ","63
                  %","75
                      %","0.10
              ","12:11
          ",276,76%,63,17%,23,6%,325,11,26,(90%),(3%),(7%),1,8,5,(7%),(57%),(36%),14,7,37.0,41.0,72.0,72.0
6531,magny,welterweight,8,[47%],[45%],1045.0,2215.0,41.0,101.0,"3.95
              ","2.17
          ","2.55
              ","0.28
          ","57
                  %","59
                      %","0.11
              ","12:02
          ",741,71%,183,18%,121,12%,571,200,274,(55%),(19%),(26%),7,3,15,(28%),(12%),(60%),25,9,33.0,45.0,80.0,75.0,baczynski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
